publisher,journal_title,acronym,issn,eissn,oa_model,subject_area,imprint,scope,journal_url,index_wos,scopus_covered,jif_2024,jif_quartile,citescore_2024,citescore_quartile,sjr_2024,sjr_quartile,best_quartile,quartile_basis,list_context,source_file,source_sheet,source_row
IEEE,IEEE Robotics and Automation Practice NEW for 2025/2026!,RAP,2995-4304,2995-4304,Hybrid Open Access,,,,,,,,,,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,100
IEEE,IEEE Security & Privacy,M-S&P,1540-7993,1558-4046,Hybrid Open Access,,,,,SCIE,,3,Q2,4.8,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,101
IEEE,IEEE Sensors Journal,J-SEN,1530-437X,1558-1748,Hybrid Open Access,,,,,SCIE,,4.5,Q2,8.2,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,102
IEEE,IEEE Sensors Letters,L-SEN,2475-1472,2475-1472,Hybrid Open Access,,,,,ESCI,,2.2,Q3,3.3,,,,Q3,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,103
IEEE,IEEE Sensors Magazine Coming in 2026!,SEM,3068-8604,3068-8612,Hybrid Open Access,,,,,,,,,,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,104
IEEE,IEEE Signal Processing Letters,L-SP,1070-9908,1558-2361,Hybrid Open Access,,,,,SCIE,,3.9,Q2,7.2,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,105
IEEE,IEEE Software,M-SOFT,0740-7459,1937-4194,Hybrid Open Access,,,,,SCIE,,3,Q2,6,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,106
IEEE,IEEE Solid-State Circuits Letters,L-SSC,,2573-9603,Hybrid Open Access,,,,,ESCI,,2,Q3,3.8,,,,Q3,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,107
IEEE,IEEE Spectrum,SPEC,0018-9235,1939-9340,Hybrid Open Access,,,,,SCIE,,2.4,Q2,2.5,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,108
IEEE,IEEE Systems Journal,J-SYS,1932-8184,1937-9234,Hybrid Open Access,,,,,SCIE,,4.4,Q2,11.8,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,109
IEEE,IEEE Transactions on Aerospace and Electronic Systems,T-AES,0018-9251,1557-9603,Hybrid Open Access,,,,,SCIE,,5.7,Q1,9,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,110
IEEE,IEEE Transactions on Affective Computing,T-AFFC,1949-3045,1949-3045,Hybrid Open Access,,,,,SCIE,,9.8,Q1,18.5,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,111
IEEE,IEEE Transactions on AgriFood Electronics,T-AFE,,2771-9529,Hybrid Open Access,,,,,,,,,,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,112
IEEE,IEEE Transactions on Antennas and Propagation,T-AP,0018-926X,1558-2221,Hybrid Open Access,,,,,SCIE,,5.8,Q1,11.4,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,113
IEEE,IEEE Transactions on Applied Superconductivity,T-ASC,1051-8223,1558-2515,Hybrid Open Access,,,,,SCIE,,1.8,Q3,3.4,,,,Q3,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,114
IEEE,IEEE Transactions on Artificial Intelligence,T-AI,,2691-4581,Hybrid Open Access,,,,,,,,,6.4,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,115
IEEE,"IEEE Transactions on Audio, Speech, and Language Processing†",T-ASLPRO,1558-7916,1558-7924,Hybrid Open Access,,,,,SCIE,,5.1,Q1,12.4,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,116
IEEE,IEEE Transactions on Automatic Control,T-AC,0018-9286,1558-2523,Hybrid Open Access,,,,,SCIE,,7,Q1,12,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,117
IEEE,IEEE Transactions on Automation Science and Engineering,T-ASE,1545-5955,1558-3783,Hybrid Open Access,,,,,SCIE,,6.4,Q1,12,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,118
IEEE,IEEE Transactions on Big Data,T-BD,2332-7790,2332-7790,Hybrid Open Access,,,,,SCIE,,5.7,Q1,15.3,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,119
IEEE,IEEE Transactions on Biomedical Circuits and Systems,T-BCAS,1932-4545,1940-9990,Hybrid Open Access,,,,,SCIE,,4.9,Q2,9.2,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,120
IEEE,IEEE Transactions on Biomedical Engineering,T-BME,0018-9294,1558-2531,Hybrid Open Access,,,,,SCIE,,4.5,Q2,9.6,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,121
IEEE,"IEEE Transactions on Biometrics, Behavior, and Identity Science",T-BIOM,,2637-6407,Hybrid Open Access,,,,,,,5,,11.9,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,122
IEEE,IEEE Transactions on Broadcasting,T-BC,0018-9316,1557-9611,Hybrid Open Access,,,,,SCIE,,4.8,Q2,8.2,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,123
IEEE,IEEE Transactions on Circuits and Systems for Artificial Intelligence,T-CASAI,,2996-6647,Hybrid Open Access,,,,,,,,,,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,124
IEEE,IEEE Transactions on Circuits and Systems for Video Technology,T-CSVT,1051-8215,1558-2205,Hybrid Open Access,,,,,SCIE,,11.1,Q1,15.4,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,125
IEEE,IEEE Transactions on Circuits and Systems--I: Regular Papers,T-CAS1,1549-8328,1558-0806,Hybrid Open Access,,,,,SCIE,,5.2,Q1,10.6,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,126
IEEE,IEEE Transactions on Circuits and Systems--II: Express Briefs,T-CAS2,1549-7747,1558-3791,Hybrid Open Access,,,,,SCIE,,4.9,Q2,8.8,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,127
IEEE,IEEE Transactions on Cloud Computing,T-CC,2168-7161,2168-7161,Hybrid Open Access,,,,,SCIE,,5,Q1,11.8,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,128
IEEE,IEEE Transactions on Cognitive and Developmental Systems,T-CDS,2379-8920,2379-8939,Hybrid Open Access,,,,,SCIE,,4.9,Q2,9.4,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,129
IEEE,IEEE Transactions on Cognitive Communications and Networking,T-CCN,2332-7731,2332-7731,Hybrid Open Access,,,,,SCIE,,7,Q1,14.9,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,130
IEEE,IEEE Transactions on Communications,T-COMM,0090-6778,1558-0857,Hybrid Open Access,,,,,SCIE,,8.3,Q1,17,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,131
IEEE,"IEEE Transactions on Components, Packaging and Manufacturing Technology",T-CPMT,2156-3950,2156-3985,Hybrid Open Access,,,,,SCIE,,3,Q2,5.4,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,132
IEEE,IEEE Transactions on Computational Biology and Bioinformatics‡,T-CBBIO,1545-5963,1557-9964,Hybrid Open Access,,,,,SCIE,,3.4,Q1,9.7,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,133
IEEE,IEEE Transactions on Computational Imaging,T-CI,2573-0436,2333-9403,Hybrid Open Access,,,,,SCIE,,4.8,Q1,8.8,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,134
IEEE,IEEE Transactions on Computational Social Systems,T-CSS,2329-924X,2329-924X,Hybrid Open Access,,,,,SCIE,,4.9,Q2,9.2,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,135
IEEE,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,T-CAD,0278-0070,1937-4151,Hybrid Open Access,,,,,SCIE,,2.9,Q2,5.5,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,136
IEEE,IEEE Transactions on Computers,T-C,0018-9340,1557-9956,Hybrid Open Access,,,,,SCIE,,3.8,Q2,8.1,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,137
IEEE,IEEE Transactions on Consumer Electronics,T-CE,0098-3063,1558-4127,Hybrid Open Access,,,,,SCIE,,10.9,Q1,5.5,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,138
IEEE,IEEE Transactions on Control of Network Systems,T-CNS,2325-5870,2372-2533,Hybrid Open Access,,,,,SCIE,,5,Q2,7.8,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,139
IEEE,IEEE Transactions on Control Systems Technology,T-CST,1063-6536,1558-0865,Hybrid Open Access,,,,,SCIE,,3.9,Q1,11.1,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,140
IEEE,IEEE Transactions on Cybernetics,T-CYB,2168-2267,2168-2275,Hybrid Open Access,,,,,SCIE,,10.5,Q1,25.7,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,141
IEEE,IEEE Transactions on Dependable and Secure Computing,T-DSC,1545-5971,1941-0018,Hybrid Open Access,,,,,SCIE,,7.5,Q1,12.6,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,142
IEEE,IEEE Transactions on Device and Materials Reliability,T-DMR,1530-4388,1558-2574,Hybrid Open Access,,,,,SCIE,,2.3,Q3,4.9,,,,Q3,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,143
IEEE,IEEE Transactions on Dielectrics and Electrical Insulation,T-DEI,1070-9878,1558-4135,Hybrid Open Access,,,,,SCIE,,3.1,Q2,6.3,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,144
IEEE,IEEE Transactions on Education,T-E,0018-9359,1557-9638,Hybrid Open Access,,,,,SCIE,,2,Q2,6.7,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,145
IEEE,IEEE Transactions on Electromagnetic Compatibility,T-EMC,0018-9375,1558-187X,Hybrid Open Access,,,,,SCIE,,2.5,Q3,5.2,,,,Q3,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,146
IEEE,IEEE Transactions on Electron Devices,T-ED,0018-9383,1557-9646,Hybrid Open Access,,,,,SCIE,,3.2,Q2,6,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,147
IEEE,IEEE Transactions on Emerging Topics in Computational Intelligence,T-ETCI,2471-285X,2471-285X,Hybrid Open Access,,,,,SCIE,,6.5,Q1,9.7,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,148
IEEE,IEEE Transactions on Emerging Topics in Computing,T-ETC,2168-6750,2168-6750,Hybrid Open Access,,,,,SCIE,,5.4,Q1,14.4,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,149
IEEE,IEEE Transactions on Energy Conversion,T-EC,0885-8969,1558-0059,Hybrid Open Access,,,,,SCIE,,5.4,Q2,12.8,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,150
IEEE,"IEEE Transactions on Energy Markets, Policy and Regulation",T-EMPR,,2771-9626,Hybrid Open Access,,,,,,,,,,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,151
IEEE,IEEE Transactions on Engineering Management,T-EM,0018-9391,1558-0040,Hybrid Open Access,,,,,SCIE,,5.2,Q2,9.7,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,152
IEEE,IEEE Transactions on Evolutionary Computation,T-EVC,1089-778X,1941-0026,Hybrid Open Access,,,,,SCIE,,12,Q1,23.5,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,153
IEEE,IEEE Transactions on Field Robotics,T-CASAI,2997-1101,2997-1101,Hybrid Open Access,,,,,,,,,,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,154
IEEE,IEEE Transactions on Fuzzy Systems,T-FUZZ,1063-6706,1941-0034,Hybrid Open Access,,,,,SCIE,,11.9,Q1,20,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,155
IEEE,IEEE Transactions on Games,T-G,2475-1502,2475-1510,Hybrid Open Access,,,,,SCIE,,2.8,Q3,5.2,,,,Q3,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,156
IEEE,IEEE Transactions on Geoscience and Remote Sensing,T-GRS,0196-2892,1558-0644,Hybrid Open Access,,,,,SCIE,,8.6,Q1,13.6,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,157
IEEE,IEEE Transactions on Green Communications and Networking,T-GCN,2473-2400,2473-2400,Hybrid Open Access,,,,,SCIE,,6.7,Q1,13.1,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,158
IEEE,IEEE Transactions on Haptics,T-H,1939-1412,2329-4051,Hybrid Open Access,,,,,SCIE,,2.8,Q2,5.6,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,159
IEEE,IEEE Transactions on Human-Machine Systems,T-HMS,2168-2291,2168-2305,Hybrid Open Access,,,,,SCIE,,4.4,Q2,8.9,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,160
IEEE,IEEE Transactions on Image Processing,T-IP,1057-7149,1941-0042,Hybrid Open Access,,,,,SCIE,,13.7,Q1,22.5,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,161
IEEE,IEEE Transactions on Industrial Cyber-Physical Systems,T-ICPS,,2832-7004,Hybrid Open Access,,,,,,,,,,,,,,not stated in source list,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,162
IEEE,IEEE Transactions on Industrial Electronics,T-IE,0278-0046,1557-9948,Hybrid Open Access,,,,,SCIE,,7.2,Q1,16.8,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,163
IEEE,IEEE Transactions on Industrial Informatics,T-IINF,1551-3203,1941-0050,Hybrid Open Access,,,,,SCIE,,9.9,Q1,22.5,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,164
IEEE,IEEE Transactions on Industry Applications,T-IA,0093-9994,1939-9367,Hybrid Open Access,,,,,SCIE,,4.5,Q2,10.1,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,165
IEEE,IEEE Transactions on Information Forensics and Security,T-IFS,1556-6013,1556-6021,Hybrid Open Access,,,,,SCIE,,8,Q1,12.5,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,166
IEEE,IEEE Transactions on Information Theory,T-IT,0018-9448,1557-9654,Hybrid Open Access,,,,,SCIE,,2.9,Q3,5.5,,,,Q3,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,167
IEEE,IEEE Transactions on Instrumentation and Measurement,T-IM,0018-9456,1557-9662,Hybrid Open Access,,,,,SCIE,,5.9,Q1,10.1,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,168
IEEE,IEEE Transactions on Intelligent Transportation Systems,T-ITS,1524-9050,1558-0016,Hybrid Open Access,,,,,SCIE,,8.4,Q1,17.8,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,169
IEEE,IEEE Transactions on Intelligent Vehicles,T-IV,2379-8858,2379-8904,Hybrid Open Access,,,,,SCIE,,14.3,Q1,17,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,170
IEEE,IEEE Transactions on Knowledge and Data Engineering,T-KDE,1041-4347,1558-2191,Hybrid Open Access,,,,,SCIE,,10.4,Q1,15.7,,,,Q1,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,171
IEEE,IEEE Transactions on Learning Technologies,T-LT,1939-1382,1939-1382,Hybrid Open Access,,,,,SCIE,,4.9,Q2,7.2,,,,Q2,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,172
IEEE,IEEE Transactions on Magnetics,T-MAG,0018-9464,1941-0069,Hybrid Open Access,,,,,SCIE,,1.9,Q3,4.8,,,,Q3,JIF 2024,IEEE title list with open-access type and 2024 JCR/CiteScore metrics; data stated accurate as of 1 January 2026,IEEE.xlsx,Title List,173
